Old URL,New URL (PL),New URL (DE),New URL (EN),Article Title
"https://wbs.pl/zajecia_online_w_wbs-3627.html","https://wbs.pl/pl/aktualnosci/zajecia-online-w-wbs-3627","https://wbs.pl/de/aktualnosci/zajecia-online-w-wbs-3627","https://wbs.pl/en/aktualnosci/zajecia-online-w-wbs-3627","Zajęcia ONLINE w WBS"
"https://wbs.pl/zajecia_online_w_wbs-3627","https://wbs.pl/pl/aktualnosci/zajecia-online-w-wbs-3627","https://wbs.pl/de/aktualnosci/zajecia-online-w-wbs-3627","https://wbs.pl/en/aktualnosci/zajecia-online-w-wbs-3627","Zajęcia ONLINE w WBS"
"https://wbs.pl/karnawal_w_szkole_podstawowej_wbs-3886.html","https://wbs.pl/pl/aktualnosci/karnawal-w-szkole-podstawowej-wbs-3886","https://wbs.pl/de/aktualnosci/karnawal-w-szkole-podstawowej-wbs-3886","https://wbs.pl/en/aktualnosci/karnawal-w-szkole-podstawowej-wbs-3886","Karnawał w Szkole Podstawowej WBS"
"https://wbs.pl/karnawal_w_szkole_podstawowej_wbs-3886","https://wbs.pl/pl/aktualnosci/karnawal-w-szkole-podstawowej-wbs-3886","https://wbs.pl/de/aktualnosci/karnawal-w-szkole-podstawowej-wbs-3886","https://wbs.pl/en/aktualnosci/karnawal-w-szkole-podstawowej-wbs-3886","Karnawał w Szkole Podstawowej WBS"
"https://wbs.pl/_konkurs__europazjednoczona_w_roznorodnosci-3967.html","https://wbs.pl/pl/sukcesy/konkurs-europazjednoczona-w-roznorodnosci-3967","https://wbs.pl/de/sukcesy/konkurs-europazjednoczona-w-roznorodnosci-3967","https://wbs.pl/en/sukcesy/konkurs-europazjednoczona-w-roznorodnosci-3967","Konkurs - Europa-zjednoczona w różnorodności"
"https://wbs.pl/_konkurs__europazjednoczona_w_roznorodnosci-3967","https://wbs.pl/pl/sukcesy/konkurs-europazjednoczona-w-roznorodnosci-3967","https://wbs.pl/de/sukcesy/konkurs-europazjednoczona-w-roznorodnosci-3967","https://wbs.pl/en/sukcesy/konkurs-europazjednoczona-w-roznorodnosci-3967","Konkurs - Europa-zjednoczona w różnorodności"
"https://wbs.pl/koronawirus_iv_etap_znoszenia_ograniczen-3672.html","https://wbs.pl/pl/aktualnosci/koronawirus-iv-etap-znoszenia-ograniczen-3672","https://wbs.pl/de/aktualnosci/koronawirus-iv-etap-znoszenia-ograniczen-3672","https://wbs.pl/en/aktualnosci/koronawirus-iv-etap-znoszenia-ograniczen-3672","Koronawirus. IV etap znoszenia ograniczeń."
"https://wbs.pl/koronawirus_iv_etap_znoszenia_ograniczen-3672","https://wbs.pl/pl/aktualnosci/koronawirus-iv-etap-znoszenia-ograniczen-3672","https://wbs.pl/de/aktualnosci/koronawirus-iv-etap-znoszenia-ograniczen-3672","https://wbs.pl/en/aktualnosci/koronawirus-iv-etap-znoszenia-ograniczen-3672","Koronawirus. IV etap znoszenia ograniczeń."
"https://wbs.pl/bieg_sponsorowanywyniki-3366.html","https://wbs.pl/pl/aktualnosci/bieg-sponsorowanywyniki-3366","https://wbs.pl/de/aktualnosci/bieg-sponsorowanywyniki-3366","https://wbs.pl/en/aktualnosci/bieg-sponsorowanywyniki-3366","Bieg sponsorowany-wyniki"
"https://wbs.pl/bieg_sponsorowanywyniki-3366","https://wbs.pl/pl/aktualnosci/bieg-sponsorowanywyniki-3366","https://wbs.pl/de/aktualnosci/bieg-sponsorowanywyniki-3366","https://wbs.pl/en/aktualnosci/bieg-sponsorowanywyniki-3366","Bieg sponsorowany-wyniki"
"https://wbs.pl/kolejna_radiowa_przygoda_naszych_uczniow-5205.html","https://wbs.pl/pl/aktualnosci/kolejna-radiowa-przygoda-naszych-uczniow-5205","https://wbs.pl/de/aktualnosci/kolejna-radiowa-przygoda-naszych-uczniow-5205","https://wbs.pl/en/aktualnosci/kolejna-radiowa-przygoda-naszych-uczniow-5205","Kolejna radiowa przygoda naszych uczniów"
"https://wbs.pl/kolejna_radiowa_przygoda_naszych_uczniow-5205","https://wbs.pl/pl/aktualnosci/kolejna-radiowa-przygoda-naszych-uczniow-5205","https://wbs.pl/de/aktualnosci/kolejna-radiowa-przygoda-naszych-uczniow-5205","https://wbs.pl/en/aktualnosci/kolejna-radiowa-przygoda-naszych-uczniow-5205","Kolejna radiowa przygoda naszych uczniów"
"https://wbs.pl/gymnastikshowpokaz_jazdy_na_monocyklachvideo-3536.html","https://wbs.pl/pl/aktualnosci/gymnastikshowpokaz-jazdy-na-monocyklachvideo-3536","https://wbs.pl/de/aktualnosci/gymnastikshowpokaz-jazdy-na-monocyklachvideo-3536","https://wbs.pl/en/aktualnosci/gymnastikshowpokaz-jazdy-na-monocyklachvideo-3536","Gymnastikshow-Pokaz jazdy na monocyklach-video"
"https://wbs.pl/gymnastikshowpokaz_jazdy_na_monocyklachvideo-3536","https://wbs.pl/pl/aktualnosci/gymnastikshowpokaz-jazdy-na-monocyklachvideo-3536","https://wbs.pl/de/aktualnosci/gymnastikshowpokaz-jazdy-na-monocyklachvideo-3536","https://wbs.pl/en/aktualnosci/gymnastikshowpokaz-jazdy-na-monocyklachvideo-3536","Gymnastikshow-Pokaz jazdy na monocyklach-video"
"https://wbs.pl/spotkanie_z_pisarzem_grzegorzem_kasdepke-4006.html","https://wbs.pl/pl/wydarzenia/spotkanie-z-pisarzem-grzegorzem-kasdepke-4006","https://wbs.pl/de/wydarzenia/spotkanie-z-pisarzem-grzegorzem-kasdepke-4006","https://wbs.pl/en/wydarzenia/spotkanie-z-pisarzem-grzegorzem-kasdepke-4006","Spotkanie z pisarzem Grzegorzem Kasdepke"
"https://wbs.pl/spotkanie_z_pisarzem_grzegorzem_kasdepke-4006","https://wbs.pl/pl/wydarzenia/spotkanie-z-pisarzem-grzegorzem-kasdepke-4006","https://wbs.pl/de/wydarzenia/spotkanie-z-pisarzem-grzegorzem-kasdepke-4006","https://wbs.pl/en/wydarzenia/spotkanie-z-pisarzem-grzegorzem-kasdepke-4006","Spotkanie z pisarzem Grzegorzem Kasdepke"
"https://wbs.pl/krippenspiel_kl_3c-3504.html","https://wbs.pl/pl/aktualnosci/krippenspiel-kl-3c-3504","https://wbs.pl/de/aktualnosci/krippenspiel-kl-3c-3504","https://wbs.pl/en/aktualnosci/krippenspiel-kl-3c-3504","Krippenspiel Kl. 3c"
"https://wbs.pl/krippenspiel_kl_3c-3504","https://wbs.pl/pl/aktualnosci/krippenspiel-kl-3c-3504","https://wbs.pl/de/aktualnosci/krippenspiel-kl-3c-3504","https://wbs.pl/en/aktualnosci/krippenspiel-kl-3c-3504","Krippenspiel Kl. 3c"
"https://wbs.pl/gymnastikshow_kl_16-3534.html","https://wbs.pl/pl/aktualnosci/gymnastikshow-kl-16-3534","https://wbs.pl/de/aktualnosci/gymnastikshow-kl-16-3534","https://wbs.pl/en/aktualnosci/gymnastikshow-kl-16-3534","Gymnastikshow (kl. 1-6)"
"https://wbs.pl/gymnastikshow_kl_16-3534","https://wbs.pl/pl/aktualnosci/gymnastikshow-kl-16-3534","https://wbs.pl/de/aktualnosci/gymnastikshow-kl-16-3534","https://wbs.pl/en/aktualnosci/gymnastikshow-kl-16-3534","Gymnastikshow (kl. 1-6)"
"https://wbs.pl/konkurs_na_logo_campusu_im_willyego_brandta-3363.html","https://wbs.pl/pl/sukcesy/konkurs-na-logo-campusu-im-willyego-brandta-3363","https://wbs.pl/de/sukcesy/konkurs-na-logo-campusu-im-willyego-brandta-3363","https://wbs.pl/en/sukcesy/konkurs-na-logo-campusu-im-willyego-brandta-3363","Konkurs na logo Campusu im. Willy'ego Brandta"
"https://wbs.pl/konkurs_na_logo_campusu_im_willyego_brandta-3363","https://wbs.pl/pl/sukcesy/konkurs-na-logo-campusu-im-willyego-brandta-3363","https://wbs.pl/de/sukcesy/konkurs-na-logo-campusu-im-willyego-brandta-3363","https://wbs.pl/en/sukcesy/konkurs-na-logo-campusu-im-willyego-brandta-3363","Konkurs na logo Campusu im. Willy'ego Brandta"
"https://wbs.pl/__sukces_naszych_uczniow_w_mistrzostwach_wilanowa_w_tenisie_stolowym-5194.html","https://wbs.pl/pl/sukcesy/sukces-naszych-uczniow-w-mistrzostwach-wilanowa-w-tenisie-stolowym-5194","https://wbs.pl/de/sukcesy/sukces-naszych-uczniow-w-mistrzostwach-wilanowa-w-tenisie-stolowym-5194","https://wbs.pl/en/sukcesy/sukces-naszych-uczniow-w-mistrzostwach-wilanowa-w-tenisie-stolowym-5194","🥈 Sukces naszych uczniów w Mistrzostwach Wilanowa w tenisie stołowym"
"https://wbs.pl/__sukces_naszych_uczniow_w_mistrzostwach_wilanowa_w_tenisie_stolowym-5194","https://wbs.pl/pl/sukcesy/sukces-naszych-uczniow-w-mistrzostwach-wilanowa-w-tenisie-stolowym-5194","https://wbs.pl/de/sukcesy/sukces-naszych-uczniow-w-mistrzostwach-wilanowa-w-tenisie-stolowym-5194","https://wbs.pl/en/sukcesy/sukces-naszych-uczniow-w-mistrzostwach-wilanowa-w-tenisie-stolowym-5194","🥈 Sukces naszych uczniów w Mistrzostwach Wilanowa w tenisie stołowym"
"https://wbs.pl/wspieramy_akcje_sloiki_z_wilanowa_dla_frania-3435.html","https://wbs.pl/pl/aktualnosci/wspieramy-akcje-sloiki-z-wilanowa-dla-frania-3435","https://wbs.pl/de/aktualnosci/wspieramy-akcje-sloiki-z-wilanowa-dla-frania-3435","https://wbs.pl/en/aktualnosci/wspieramy-akcje-sloiki-z-wilanowa-dla-frania-3435","Wspieramy akcję "Słoiki z Wilanowa dla Frania""
"https://wbs.pl/wspieramy_akcje_sloiki_z_wilanowa_dla_frania-3435","https://wbs.pl/pl/aktualnosci/wspieramy-akcje-sloiki-z-wilanowa-dla-frania-3435","https://wbs.pl/de/aktualnosci/wspieramy-akcje-sloiki-z-wilanowa-dla-frania-3435","https://wbs.pl/en/aktualnosci/wspieramy-akcje-sloiki-z-wilanowa-dla-frania-3435","Wspieramy akcję "Słoiki z Wilanowa dla Frania""
"https://wbs.pl/flohmarkt-2880.html","https://wbs.pl/pl/aktualnosci/flohmarkt-2880","https://wbs.pl/de/aktualnosci/flohmarkt-2880","https://wbs.pl/en/aktualnosci/flohmarkt-2880","Flohmarkt"
"https://wbs.pl/flohmarkt-2880","https://wbs.pl/pl/aktualnosci/flohmarkt-2880","https://wbs.pl/de/aktualnosci/flohmarkt-2880","https://wbs.pl/en/aktualnosci/flohmarkt-2880","Flohmarkt"
"https://wbs.pl/powrot__do_szkoly_klas_13-3870.html","https://wbs.pl/pl/aktualnosci/powrot-do-szkoly-klas-13-3870","https://wbs.pl/de/aktualnosci/powrot-do-szkoly-klas-13-3870","https://wbs.pl/en/aktualnosci/powrot-do-szkoly-klas-13-3870","Powrót  do szkoły klas 1-3"
"https://wbs.pl/powrot__do_szkoly_klas_13-3870","https://wbs.pl/pl/aktualnosci/powrot-do-szkoly-klas-13-3870","https://wbs.pl/de/aktualnosci/powrot-do-szkoly-klas-13-3870","https://wbs.pl/en/aktualnosci/powrot-do-szkoly-klas-13-3870","Powrót  do szkoły klas 1-3"
"https://wbs.pl/klip_z_festynu_letniego_2019_-3247.html","https://wbs.pl/pl/wydarzenia/klip-z-festynu-letniego-2019-3247","https://wbs.pl/de/wydarzenia/klip-z-festynu-letniego-2019-3247","https://wbs.pl/en/wydarzenia/klip-z-festynu-letniego-2019-3247","Klip z Festynu Letniego 2019"
"https://wbs.pl/klip_z_festynu_letniego_2019_-3247","https://wbs.pl/pl/wydarzenia/klip-z-festynu-letniego-2019-3247","https://wbs.pl/de/wydarzenia/klip-z-festynu-letniego-2019-3247","https://wbs.pl/en/wydarzenia/klip-z-festynu-letniego-2019-3247","Klip z Festynu Letniego 2019"
"https://wbs.pl/swiatowy_dzien_ksiazki_i_praw_autorskich_w_wbs-3961.html","https://wbs.pl/pl/aktualnosci/swiatowy-dzien-ksiazki-i-praw-autorskich-w-wbs-3961","https://wbs.pl/de/aktualnosci/swiatowy-dzien-ksiazki-i-praw-autorskich-w-wbs-3961","https://wbs.pl/en/aktualnosci/swiatowy-dzien-ksiazki-i-praw-autorskich-w-wbs-3961","Światowy Dzień Książki i Praw Autorskich w WBS"
"https://wbs.pl/swiatowy_dzien_ksiazki_i_praw_autorskich_w_wbs-3961","https://wbs.pl/pl/aktualnosci/swiatowy-dzien-ksiazki-i-praw-autorskich-w-wbs-3961","https://wbs.pl/de/aktualnosci/swiatowy-dzien-ksiazki-i-praw-autorskich-w-wbs-3961","https://wbs.pl/en/aktualnosci/swiatowy-dzien-ksiazki-i-praw-autorskich-w-wbs-3961","Światowy Dzień Książki i Praw Autorskich w WBS"
"https://wbs.pl/jesienne_zmiany_i__prezenty_w_campusie_im_willy_ego_brandta_w_warszawie-3797.html","https://wbs.pl/pl/aktualnosci/jesienne-zmiany-i-prezenty-w-campusie-im-willy-ego-brandta-w-warszawie-3797","https://wbs.pl/de/aktualnosci/jesienne-zmiany-i-prezenty-w-campusie-im-willy-ego-brandta-w-warszawie-3797","https://wbs.pl/en/aktualnosci/jesienne-zmiany-i-prezenty-w-campusie-im-willy-ego-brandta-w-warszawie-3797","Jesienne zmiany i …prezenty w Campusie im. Willy’ego Brandta w Warszawie"
"https://wbs.pl/jesienne_zmiany_i__prezenty_w_campusie_im_willy_ego_brandta_w_warszawie-3797","https://wbs.pl/pl/aktualnosci/jesienne-zmiany-i-prezenty-w-campusie-im-willy-ego-brandta-w-warszawie-3797","https://wbs.pl/de/aktualnosci/jesienne-zmiany-i-prezenty-w-campusie-im-willy-ego-brandta-w-warszawie-3797","https://wbs.pl/en/aktualnosci/jesienne-zmiany-i-prezenty-w-campusie-im-willy-ego-brandta-w-warszawie-3797","Jesienne zmiany i …prezenty w Campusie im. Willy’ego Brandta w Warszawie"
"https://wbs.pl/nasza_nauczycielka_historii_i_geografiim_glinka_o_polskoniemieckim_podreczniku_do_historii-3514.html","https://wbs.pl/pl/aktualnosci/nasza-nauczycielka-historii-i-geografiim-glinka-o-polskoniemieckim-podreczniku-do-historii-3514","https://wbs.pl/de/aktualnosci/nasza-nauczycielka-historii-i-geografiim-glinka-o-polskoniemieckim-podreczniku-do-historii-3514","https://wbs.pl/en/aktualnosci/nasza-nauczycielka-historii-i-geografiim-glinka-o-polskoniemieckim-podreczniku-do-historii-3514","Nasza nauczycielka historii i geografii-M. Glinka o polsko-niemieckim podręczniku do historii"
"https://wbs.pl/nasza_nauczycielka_historii_i_geografiim_glinka_o_polskoniemieckim_podreczniku_do_historii-3514","https://wbs.pl/pl/aktualnosci/nasza-nauczycielka-historii-i-geografiim-glinka-o-polskoniemieckim-podreczniku-do-historii-3514","https://wbs.pl/de/aktualnosci/nasza-nauczycielka-historii-i-geografiim-glinka-o-polskoniemieckim-podreczniku-do-historii-3514","https://wbs.pl/en/aktualnosci/nasza-nauczycielka-historii-i-geografiim-glinka-o-polskoniemieckim-podreczniku-do-historii-3514","Nasza nauczycielka historii i geografii-M. Glinka o polsko-niemieckim podręczniku do historii"
"https://wbs.pl/wesolych_swiat_bozego_narodzenia-3854.html","https://wbs.pl/pl/aktualnosci/wesolych-swiat-bozego-narodzenia-3854","https://wbs.pl/de/aktualnosci/wesolych-swiat-bozego-narodzenia-3854","https://wbs.pl/en/aktualnosci/wesolych-swiat-bozego-narodzenia-3854","Wesołych Świąt Bożego Narodzenia"
"https://wbs.pl/wesolych_swiat_bozego_narodzenia-3854","https://wbs.pl/pl/aktualnosci/wesolych-swiat-bozego-narodzenia-3854","https://wbs.pl/de/aktualnosci/wesolych-swiat-bozego-narodzenia-3854","https://wbs.pl/en/aktualnosci/wesolych-swiat-bozego-narodzenia-3854","Wesołych Świąt Bożego Narodzenia"
"https://wbs.pl/konkurs_czytelniczy_w_wbs-3473.html","https://wbs.pl/pl/sukcesy/konkurs-czytelniczy-w-wbs-3473","https://wbs.pl/de/sukcesy/konkurs-czytelniczy-w-wbs-3473","https://wbs.pl/en/sukcesy/konkurs-czytelniczy-w-wbs-3473","Konkurs czytelniczy w WBS"
"https://wbs.pl/konkurs_czytelniczy_w_wbs-3473","https://wbs.pl/pl/sukcesy/konkurs-czytelniczy-w-wbs-3473","https://wbs.pl/de/sukcesy/konkurs-czytelniczy-w-wbs-3473","https://wbs.pl/en/sukcesy/konkurs-czytelniczy-w-wbs-3473","Konkurs czytelniczy w WBS"
"https://wbs.pl/tydzien_antymobbingowy_9091209-3327.html","https://wbs.pl/pl/aktualnosci/tydzien-antymobbingowy-9091209-3327","https://wbs.pl/de/aktualnosci/tydzien-antymobbingowy-9091209-3327","https://wbs.pl/en/aktualnosci/tydzien-antymobbingowy-9091209-3327","Tydzień antymobbingowy (9.09-12.09)"
"https://wbs.pl/tydzien_antymobbingowy_9091209-3327","https://wbs.pl/pl/aktualnosci/tydzien-antymobbingowy-9091209-3327","https://wbs.pl/de/aktualnosci/tydzien-antymobbingowy-9091209-3327","https://wbs.pl/en/aktualnosci/tydzien-antymobbingowy-9091209-3327","Tydzień antymobbingowy (9.09-12.09)"
"https://wbs.pl/kreatywnie_przeciw_koronawirusowi_wystawa_plakatow_2a-3678.html","https://wbs.pl/pl/aktualnosci/kreatywnie-przeciw-koronawirusowi-wystawa-plakatow-2a-3678","https://wbs.pl/de/aktualnosci/kreatywnie-przeciw-koronawirusowi-wystawa-plakatow-2a-3678","https://wbs.pl/en/aktualnosci/kreatywnie-przeciw-koronawirusowi-wystawa-plakatow-2a-3678","Kreatywnie przeciw koronawirusowi. Wystawa plakatów 2A"
"https://wbs.pl/kreatywnie_przeciw_koronawirusowi_wystawa_plakatow_2a-3678","https://wbs.pl/pl/aktualnosci/kreatywnie-przeciw-koronawirusowi-wystawa-plakatow-2a-3678","https://wbs.pl/de/aktualnosci/kreatywnie-przeciw-koronawirusowi-wystawa-plakatow-2a-3678","https://wbs.pl/en/aktualnosci/kreatywnie-przeciw-koronawirusowi-wystawa-plakatow-2a-3678","Kreatywnie przeciw koronawirusowi. Wystawa plakatów 2A"
"https://wbs.pl/kochane_dzieci_wszystkiego_najlepszego_w_dniu_waszego_swieta-3676.html","https://wbs.pl/pl/aktualnosci/kochane-dzieci-wszystkiego-najlepszego-w-dniu-waszego-swieta-3676","https://wbs.pl/de/aktualnosci/kochane-dzieci-wszystkiego-najlepszego-w-dniu-waszego-swieta-3676","https://wbs.pl/en/aktualnosci/kochane-dzieci-wszystkiego-najlepszego-w-dniu-waszego-swieta-3676","Kochane Dzieci, wszystkiego najlepszego w dniu Waszego święta!"
